sum.taxonomy	Metazoa_16s_LA11.1.R2.S26.L001	Metazoa_16s_LA11.1.R3.S27.L001	Metazoa_16s_LA11.2.R1.S28.L001	Metazoa_16s_LA11.2.R2.S29.L001	Metazoa_16s_LA11.2.R3.S30.L001	Metazoa_16s_LA11.3.R1.S31.L001	Metazoa_16s_LA11.3.R2.S32.L001	Metazoa_16s_LA11.3.R3.S33.L001	Metazoa_16s_LA11.4.R1.S34.L001	Metazoa_16s_LA11.4.R2.S35.L001	Metazoa_16s_LA11.4.R3.S36.L001	Metazoa_16s_LA11.Blank.S90.L001	Metazoa_16s_LA14.1.R1.S37.L001	Metazoa_16s_LA14.1.R2.S38.L001	Metazoa_16s_LA14.1.R3.S39.L001	Metazoa_16s_LA14.2.R1.S40.L001	Metazoa_16s_LA14.2.R2.S41.L001	Metazoa_16s_LA14.2.R3.S42.L001	Metazoa_16s_LA14.3.R1.S43.L001	Metazoa_16s_LA14.3.R2.S44.L001	Metazoa_16s_LA14.3.R3.S45.L001	Metazoa_16s_LA14.4.R1.S46.L001	Metazoa_16s_LA14.4.R2.S47.L001	Metazoa_16s_LA14.4.R3.S48.L001	Metazoa_16s_LA14.Blank.S91.L001	Metazoa_16s_LA3.1.R2.S2.L001	Metazoa_16s_LA3.1.R3.S3.L001	Metazoa_16s_LA3.2.R1.S4.L001	Metazoa_16s_LA3.2.R2.S5.L001	Metazoa_16s_LA3.2.R3.S6.L001	Metazoa_16s_LA3.3.R1.S7.L001	Metazoa_16s_LA3.3.R2.S8.L001	Metazoa_16s_LA3.3.R3.S9.L001	Metazoa_16s_LA3.4.R1.S10.L001	Metazoa_16s_LA3.4.R2.S11.L001	Metazoa_16s_LA3.4.R3.S12.L001	Metazoa_16s_LA3.Blank.S88.L001	Metazoa_16s_LA3.LA11.ext.S95.L001	Metazoa_16s_LA6.1.R2.S14.L001	Metazoa_16s_LA6.1.R3.S15.L001	Metazoa_16s_LA6.2.R1.S16.L001	Metazoa_16s_LA6.2.R2.S17.L001	Metazoa_16s_LA6.2.R3.S18.L001	Metazoa_16s_LA6.3.R1.S19.L001	Metazoa_16s_LA6.3.R2.S20.L001	Metazoa_16s_LA6.3.R3.S21.L001	Metazoa_16s_LA6.4.R1.S22.L001	Metazoa_16s_LA6.4.R2.S23.L001	Metazoa_16s_LA6.4.R3.S24.L001	Metazoa_16s_LA6.Blank.S89.L001	Metazoa_16s_LA6.LA14.LB2.ext.S97.L001	Metazoa_16s_LB1.0.R2.S86.L001	Metazoa_16s_LB1.0.R3.S87.L001	Metazoa_16s_LB1.1.R2.S50.L001	Metazoa_16s_LB1.1.R3.S51.L001	Metazoa_16s_LB1.2.R1.S52.L001	Metazoa_16s_LB1.2.R2.S53.L001	Metazoa_16s_LB1.2.R3.S54.L001	Metazoa_16s_LB1.3.R1.S55.L001	Metazoa_16s_LB1.3.R2.S56.L001	Metazoa_16s_LB1.3.R3.S57.L001	Metazoa_16s_LB1.4.R1.S58.L001	Metazoa_16s_LB1.4.R2.S59.L001	Metazoa_16s_LB1.4.R3.S60.L001	Metazoa_16s_LB1.Blank.S92.L001	Metazoa_16s_LB14.1.R2.S74.L001	Metazoa_16s_LB14.1.R3.S75.L001	Metazoa_16s_LB14.2.R1.S76.L001	Metazoa_16s_LB14.2.R2.S77.L001	Metazoa_16s_LB14.2.R3.S78.L001	Metazoa_16s_LB14.3.R1.S79.L001	Metazoa_16s_LB14.3.R2.S80.L001	Metazoa_16s_LB14.3.R3.S81.L001	Metazoa_16s_LB14.4.R1.S82.L001	Metazoa_16s_LB14.4.R2.S83.L001	Metazoa_16s_LB14.4.R3.S84.L001	Metazoa_16s_LB14.Blank.S94.L001	Metazoa_16s_LB2.1.R1.S61.L001	Metazoa_16s_LB2.1.R2.S62.L001	Metazoa_16s_LB2.1.R3.S63.L001	Metazoa_16s_LB2.2.R1.S64.L001	Metazoa_16s_LB2.2.R2.S65.L001	Metazoa_16s_LB2.2.R3.S66.L001	Metazoa_16s_LB2.3.R1.S67.L001	Metazoa_16s_LB2.3.R2.S68.L001	Metazoa_16s_LB2.3.R3.S69.L001	Metazoa_16s_LB2.4.R1.S70.L001	Metazoa_16s_LB2.4.R2.S71.L001	Metazoa_16s_LB2.4.R3.S72.L001	Metazoa_16s_LB2.Blank.S93.L001	Metazoa_16s_PCR.neg1.S96.L001	Metazoa_16s_PCR.neg2.S99.L001	Metazoa_16s_LA11.1.R1.S25.L001	Metazoa_16s_LA3.1.R1.S1.L001	Metazoa_16s_LB1.0.R1.S85.L001	Metazoa_16s_LB1.1.R1.S49.L001	Metazoa_16s_LB1.LB14.ext.S98.L001	Metazoa_16s_LB14.1.R1.S73.L001
Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Dendropoma;Dendropoma petraeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Novastoa;Novastoa bahamensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;;NA;	0	0	0	0	2	2	0	0	0	0	35	0	0	0	4	2	2	1	1	0	0	0	18	1	4	0	0	0	0	0	1	0	0	0	0	0	2	2	0	5	1	10	1	12	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	11	1	1	0	0	9	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	9	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Epitoniidae;Cirsotrema;Cirsotrema varicosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Hermaeidae;Hermaea;Hermaea oliviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	1	183	0	201	450	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Limapontiidae;Aplysiopsis;Aplysiopsis enteromorphae	0	0	0	0	0	0	0	0	0	221	0	0	0	0	1500	176	634	594	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	0	0	0	985	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Limapontiidae;NA;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	3	1	0	1	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3600	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Limapontiidae;Olea;Olea hansineensis	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Lottiidae;Lottia;	8	0	0	16	0	0	120	68	0	0	0	0	0	50	0	111	25	814	0	146	0	251	997	238	0	81	37	180	100	135	1411	9	93	0	23	0	0	0	0	0	0	0	0	0	30	0	0	0	196	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	39	19	75	0	0	0	4	0	0	34	0	0	0	0	0	0	2198	0	0	0	1	0	16	83	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Lottiidae;Lottia;Lottia subrotundata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Lottiidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Patellidae;Helcion;Helcion concolor	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Patellidae;Scutellastra;Scutellastra laticostata	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Placobranchidae;Elysia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Placobranchidae;Elysia;Elysia crispata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Placobranchidae;Elysia;Elysia orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Placobranchidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	1	0	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Placobranchidae;Plakobranchus;Plakobranchus ocellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Placobranchidae;Thuridilla;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Placobranchidae;Thuridilla;Thuridilla mazda	0	0	0	0	0	0	0	0	0	0	0	0	0	18	653	23	159	249	0	419	162	463	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	267	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Pleuroceridae;Leptoxis;Leptoxis foremani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Pleuroceridae;Pleurocera;Pleurocera potosiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;NA;Pyramidellidae;Turbonilla;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Neogastropoda;Buccinidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Neptunea;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Troschelia;Troschelia berniciensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Neogastropoda;Muricidae;NA;	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Neogastropoda;NA;;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Nassarius;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Neogastropoda;Turbinellidae;Turbinella;Turbinella rapa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Aegiretidae;Aegires;Aegires albopunctatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Aeolidiidae;Cerberilla;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Chromodorididae;Cadlina;Cadlina flavomaculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Chromodorididae;Hypselodoris;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Conualeviidae;Conualevia;Conualevia alba	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Cuthonidae;Cuthona;Cuthona albocrusta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Dendrodorididae;Doriopsilla;Doriopsilla albopunctata	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Dendrodorididae;Doriopsilla;Doriopsilla areolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Dendrodorididae;Doriopsilla;Doriopsilla gemela	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Discodorididae;NA;	23	0	0	0	0	0	0	23	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	1	0	1197	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Dorididae;Geitodoris;Geitodoris heathi	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Flabellinidae;Flabellina;Flabellina pricei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Glaucidae;Hermissenda;Hermissenda crassicornis	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Goniodorididae;Okenia;Okenia vena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	395	1320	0	0	0	0	0	0	1	0	5	0	0	0	0	0	9	0	2	0	0	0	0	0	60	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	251	591	0	0	0	0	0	0	0	0	191	0	185	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;NA;Triopha;Triopha maculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Acanthodoris;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Mollusca;Gastropoda;Nudibranchia;Polyceridae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
